MessageType,TransmissionType,SessionID,AircraftID,HexIdent,FlightID,DateGenerated,TimeGenerated,DateLogged,TimeLogged,Callsign,Altitude,GroundSpeed,Track,Latitude,Longitude,VerticalRate,Squawk,Alert,Emergency,SPI,IsOnGround
MSG,3,,,4D22BF,,2025/11/19,13:14:08.999,202,,,,,,,,,,,,,
MSG,3,,,45B534,,2025/11/19,13:14:09.000,2025/11/19,13:14:09.000,ICA45B534,2552,258.0,9.0,55.55085,12.86312,,,0,0,0,0
MSG,3,,,44054B,,2025/11/19,13:14:09.001,2025/11/19,13:14:09.001,OE-XHI,4905,125.0,85.0,47.26542,12.32272,,,0,0,0,0
MSG,3,,,47ADFA,,2025/11/19,13:14:09.002,2025/11/19,13:14:09.002,ICA47ADFA,1897,108.0,144.0,59.42385,10.36712,,,0,0,,
MSG,3,,,440592,,2025/11/19,13:14:09.004,2025/11/19,13:14:09.004,OE-FZD,24519,398.0,84.0,54.04720,16.16083,,,0,0,0,0
MSG,3,,,47C0FD,,2025/11/19,13:14:09.006,2025/11/19,13:14:09.006,ICA47C0FD,10311,330.0,347.0,59.57898,11.18530,,,0,0,0,0
MSG,3,,,C1E0A9,,2025/11/19,13:14:09.006,2025/11/19,13:14:09.006,SP-COTT,1185,87.0,233.0,50.13318,20.84177,,,0,0,0,0
MSG,3,,,3FFBDE,,2025/11/19,13:14:09.009,2025/11/19,13:14:09.009,ICA3FFBDE,4633,114.0,19.0,51.41160,14.21238,,,0,0,0,0
MSG,3,,,56A9EC,,2025/11/19,13:14:09.010,2025/11/19,13:14:09.010,N211MS,289,0.0,90.0,35.37250,-90.75357,,,0,0,0,0
MSG,3,,,407983,,2025/11/19,13:14:09.013,2025/11/19,13:14:09.013,ICA407983,1793,101.0,11.0,51.73650,-1.35067,,,0,0,0,0
MSG,3,,,345685,,2025/11/19,13:14:09.015,2025/11/19,13:14:09.015,ICA345685,4029,231.0,41.0,40.24015,-3.39678,,,0,0,0,0
MSG,3,,,3D6D8D,,2025/11/19,13:14:09.016,2025/11/19,13:14:09.016,ICA3D6D8D,8236,110.0,278.0,37.32457,-6.16220,,,0,0,0,0
MSG,3,,,4ACA05,,2025/11/19,13:14:09.018,2025/11/19,13:14:09.018,ICA4ACA05,13485,31,,,,,,,,,
MSG,3,,,111B5C,,2025/11/19,13:14:09.021,2025/11/19,13:14:09.021,FLR111B5C,2769,15.0,140.0,28.14957,-16.74558,,,0,0,0,0
MSG,3,,,201DA1,,2025/11/19,13:14:09.023,2025/11/19,13:14:09.023,FLR201DA1,3068,0.0,277.0,28.14175,-16.73182,,,0,0,0,0
MSG,3,,,4AC92A,,2025/11/19,13:14:09.027,2025/11/19,13:14:09.027,ICA4AC92A,15183,359.0,51.0,63.24967,18.19990,,,0,0,0,0
MSG,3,,,4B435E,,2025/11/19,13:,,,,,,,,,,,,,,
MSG,3,,,44082C,,2025/11/19,13:14:09.029,2025/11/19,13:14:09.029,ICA44082C,11083,354.0,50.0,47.97467,15.72705,,,0,0,0,0
MSG,3,,,3C664C,,2025/11/19,13:14:09.031,2025/11/19,13:14:09.031,D-AIRL,28691,508.0,90.0,49.93928,11.49648,,,0,0,0,0
MSG,3,,,440DC8,,2025/11/19,13:14:09.033,2025/11/19,13:14:09.033,ICA440DC8,4395,115.0,235.0,39.56593,-7.91340,,,0,0,0,0
MSG,3,,,407962,,2025/11/19,13:14:09.034,2025/11/19,13:14:09.034,PAW407962,1851,49.0,2.0,51.86738,-1.31587,,,0,0,0,0
MSG,3,,,440037,,2025/11/19,13:14:09.036,2025/11/19,13:14:09.036,ICA440037,9339,299.0,84.0,48.59013,2.54875,,,0,0,0,0
MSG,3,,,3D4A78,,2025/11/19,13:14:09.036,2025/11/19,13:14:09.036,D-FALK,1752,134.0,277.0,51.41577,9.48263,,,0,0,0,0
MSG,3,,,4B06FE,,2025/11/19,13:14:09.037,2025/11/19,13:14:09.037,HB-CQW,6356,124.0,13.0,47.19545,9.49583,,,0,0,0,0
MSG,3,,,3D3CC4,,2025/11/19,13:14:09.037,2025/11/19,13:14:09.037,D-EVGM,3429,101.0,237.0,48.77135,9.56963,,,0,0,0,0
MSG,3,,,4,,,,,,,,,,,,,,,,,
MSG,3,,,38BD7B,,2025/11/19,13:14:09.044,2025/11/19,13:14:09.044,F-CPHK,2015,61.0,116.0,44.07582,5.99103,,,0,0,0,0
MSG,3,,,3998B3,,2025/11/19,13:14:09.044,2025/11/19,13:14:09.044,F-HGFT,1526,11.0,187.0,44.06093,5.99398,,,0,0,0,0
MSG,3,,,D0095F,,2025/11/19,13:14:09.045,2025/11/19,13:14:09.045,F-CNCH,2392,61.0,282.0,,,,,,,,
MSG,3,,,D01468,,2025/11/19,13:14:09.046,2025/11/19,13:14:09.046,F-CKJN,4459,49.0,143.0,44.01923,6.12427,,,0,0,0,0
MSG,3,,,4BB866,,2025/11/19,13:14:09.047,2025/11/19,13:14:09.047,ICA4BB866,35739,487.0,112.0,50.03023,7.03193,,,0,0,0,0
MSG,3,,,3D1138,,2025/11/19,13:14:09.048,2025/11/19,13:14:09.048,D-EETS,2819,77.0,153.0,47.83925,9.99320,,,0,0,0,0
MSG,3,,,44016D,,2025/11/19,13:14:09.050,2025/11/19,13:14:09.050,ICA44016D,6956,117.0,274.0,46.95823,6.84793,,,0,0,0,0
MSG,3,,,4B1E44,,2025/11/19,13:14:09.051,2025/11/19,13:14:09.051,ICA4B1E44,8768,122.0,218.0,46.91163,7.26295,,,0,0,0,0
MSG,3,,,4B4D44,,2025/11/19,13:14:09.052,2025/11/19,13:14:09.052,HB-2205,2153,70.0,83.0,46.75148,6.61077,,,0,0,0,0
MSG,3,,,50071E,,2025/11/19,13:14:09.055,2025/11/19,13:14:09.055,FLR50071E,4308,109.0,337.0,48.94975,12.18432,,,0,0,0,0
MSG,3,,,4D2402,,2025/11/19,13:14:09.057,2025/11/19,13:14:09.057,ICA4D2402,16898,340.0,357.0,53.55930,18.91810,,,0,0,0,0
MSG,3,,,4B3E66,,2025/11/19,13:14:09.058,2025/11/19,13:14:09.,,,,,,,,,,,,
MSG,3,,,4B1E45,,2025/11/19,13:14:09.060,2025/11/19,13:14:09.060,ICA4B1E45,7793,92.0,209.0,48.25253,7.74843,,,0,0,0,0
MSG,3,,,4401B1,,2025/11/19,13:14:09.061,2025/11/19,13:14:09.061,OE-IIC,5999,131.0,120.0,47.77368,15.92157,,,0,0,0,0
MSG,3,,,3B75FC,,2025/11/19,13:14:09.063,2025/11/19,13:14:09.063,ICA3B75FC,13495,312.0,155.0,45.97215,-0.39060,,,0,0,0,0
MSG,3,,,348206,,2,,,,,,,,,,,,,,,
MSG,3,,,4CAE05,,2025/11/19,13:14:09.067,2025/11/19,13:14:09.067,ICA4CAE05,8046,270.0,68.0,27.92050,-16.55137,,,0,0,0,0
MSG,3,,,D0062B,,2025/11/19,13:14:09.070,2025/11/19,13:14:09.070,FLRD0062B,220,99.0,126.0,53.36758,-4.57642,,,0,0,0,0
MSG,3,,,4B1E44,,2025/11/19,13:14:09.075,2025/11/19,13:14:09.075,ICA4B1E44,8768,122.0,218.0,46.91163,7.26295,,,0,0,0,0
MSG,3,,,4B3301,,2025/11/19,13:14:09.075,2025/11/19,13:14:09.075,HB-TIF,5965,100.0,229.0,46.89860,7.42777,,,0,0,0,0
MSG,3,,,45CECD,,2025/11/19,13:14:09.076,2025/11/19,13:14:09.076,OYSVM,10,0.0,0.0,55.36455,9.60335,,,0,0,0,0
MSG,3,,,48E93B,,2025/11/19,13:14:09.081,2025/11/19,13:14:09.081,ICA48E93B,2262,105.0,29.0,50.44220,20.12682,,,0,0,0,0
MSG,3,,,D02CA3,,2025/11/19,13:14:09.087,2025/11/19,13:14:09.087,FLRD02CA3,36,1.0,207.0,53.96710,10.22132,,,0,0,0,0
MSG,3,,,344195,,2025/11/19,13:14:09.088,2025/11/19,13:14:09.088,EC-LOJ,2877,150.0,323.0,40.42607,-3.51630,,,0,0,,
MSG,3,,,3FFBDE,,2025/11/19,13:14:09.091,2025/11/19,13:14:09.091,ICA3FFBDE,4633,114.0,19.0,51.41160,14.21238,,,0,0,0,0
MSG,3,,,345619,,2025/11/19,13:14:09.093,2025/11/19,13:14:09.093,ICA345619,13032,344.0,85.0,41.89822,2.30158,,,0,0,0,0
MSG,3,,,34844C,,2025/11/19,13:14:09.095,2025/11/19,13:14:09.095,ICA34844C,1608,70.0,226.0,41.50968,2.15007,,,0,0,0,0
MSG,3,,,4B1E44,,2025/11/19,13:14:09.096,2025/11/19,13:14:09.096,IC,,,,,,,,,,,
MSG,3,,,4B442A,,2025/11/19,13:14:09.097,2025/11/19,13:14:09.097,HB-ZVE,7176,2.0,141.0,46.77225,9.83470,,,0,0,0,0
MSG,3,,,4401D4,,2025/11/19,13:14:09.099,2025/11/19,13:14:09.099,ICA4401D4,39699,411.0,8.0,48.88908,9.31640,,,0,0,0,0
MSG,3,,,46B82C,,2025/11/19,13:14:09.102,2025/11/19,13:14:09.102,ICA46B82C,35989,470.0,127.0,49.06168,10.08930,,,0,0,0,0
MSG,3,,,3C64AC,,2025/11/19,13:14:09.104,2025/11/19,13:14:09.104,ICA3C64AC,12193,273.0,203.0,38.90455,-9.14458,,,0,0,0,0
MSG,3,,,3C6745,,2025/11/19,13:14:09.106,2025/11/19,13:14:09.106,D-AIZE,13652,330.0,318.0,49.98440,8.20703,,,0,0,0,0
MSG,3,,,500029,,2025/11/19,13:14:09.110,2025/11/19,13:14:09.110,T7-FMA,8774,265.0,261.0,46.60522,9.97398,,,0,0,0,0
MSG,3,,,010263,,2025/11/19,13:14:09.112,2025/11/19,13:14:09.112,ICA010263,5546,220.0,228.0,52.28518,13.34733,,,0,0,0,0
MSG,3,,,4B06ED,,2025/11/19,13:14:09.112,2025/11/19,13:14:09.112,HB-CQF,4485,86.0,192.0,47.49327,8.05325,,,0,0,0,0
MSG,3,,,3C6584,,2025/11/19,13:14:09.114,2025/11/19,13:14:09.114,D-AILD,7693,280.0,158.0,45.35628,9.07233,,,0,0,0,0
MSG,3,,,8C1589,,2025/11/19,13:14:09.116,2025/11/19,13:14:09.116,OKWAR17,614,0.0,0.0,49.03302,17.44097,,,0,0,0,0
MSG,3,,,4ACA04,,2025/11/19,13:14:09.117,2025/11/19,13:14:09.117,ICA4ACA04,7319,266.0,46.0,59.79272,10.60618,,,0,0,0,0
MSG,3,,,3D4A78,,2025/11/19,13:14:09.118,2025/11/19,13:14:09.118,D-FALK,1755,134.0,277.0,51.41577,9.48263,,,0,0,0,0
MSG,3,,,19510C,,2025/11/19,13:14:09.119,2025/11/19,13:14:09.119,HA-BEZ,5365,81.0,129.0,46.25562,20.09558,,,0,0,0,0
MSG,3,,,3CABCD,,2025/11/19,13:14:09.120,2025/11/19,13:14:09.120,ICA3CABCD,187,0.0,315.0,41.15425,-8.6,,,,,,
MSG,3,,,504E81,,2025/11/19,13:14:09.122,2025/11/19,13:14:09.122,ICA504E81,34684,392.0,287.0,51.70247,9.77580,,,0,0,0,0
MSG,3,,,4D2287,,2025/11/19,13:14:09.124,2025/11/19,13:14:09.124,ICA4D2287,17713,394.0,129.0,40.60537,-3.13432,,,0,0,0,0
MSG,3,,,4AC9E1,,2025/11/19,13:14:09.126,2025/11/19,13:14:09.126,ICA4AC9E1,1221,115.0,17.0,60.15108,11.09358,,,0,0,0,0
MSG,3,,,345116,,2025/11/19,13:14:09.128,2025/11/19,1,,,,,,,,,,,,
MSG,3,,,4CAF26,,2025/11/19,13:14:09.130,2025/11/19,13:14:09.130,ICA4CAF26,14182,277.0,215.0,41.40555,2.87078,,,0,0,0,0
MSG,3,,,3C6549,,2025/11/19,13:14:09.132,2025/11/19,13:14:09.132,ICA3C6549,17062,450.0,20.0,47.84417,11.34538,,,0,0,0,0
MSG,3,,,48418D,,2025/11/19,13:14:09.134,2025/11/19,13:14:09.134,PH-BXS,13571,304.0,345.0,41.34685,1.87808,,,0,0,0,0
MSG,3,,,DF085A,,2025/11/19,13:14:09.136,2025/11/19,13:14:09.136,I-HHHH,801,0.0,198.0,45.80853,8.77332,,,0,0,0,0
MSG,3,,,DF0879,,2025/11/19,13:14:09.137,2025/11/19,13:14:09.137,D-2155,1880,54.0,224.0,45.81948,8.76633,,,0,0,0,0
MSG,3,,,440448,,2025/11/19,13:14:09.139,2025/11/19,13:14:09.139,OE-GMZ,1450,91.0,167.0,47.94655,16.27222,,,0,0,0,0
MSG,3,,,555555,,2025/11/19,13:14:09.145,2025/11/19,13:14:09.145,ICA555555,4042,96.0,17.0,51.99165,19.12793,,,0,0,0,0
MSG,3,,,484C51,,2025/11/19,13:14:09.147,2025/11/19,13:14:09.147,PH-EZM,2000,164.0,250.0,50.93165,4.66517,,,0,0,0,0
MSG,3,,,4D226F,,2025/11/19,13:1,,,,,,,,,,,,,,
MSG,3,,,495153,,2025/11/19,13:14:09.151,2025/11/19,13:14:09.151,ICA495153,9786,252.0,173.0,52.31265,4.83258,,,0,0,0,0
MSG,3,,,48AF09,,2025/11/19,13:14:09.153,2025/11/19,13:14:09.153,ICA48AF09,1272,145.0,115.0,52.19018,20.88002,,,0,0,0,0
MSG,3,,,49B0D9,,2025/11/19,13:14:09.154,2025/11/19,13:14:09.154,OK-1108,7701,69.0,148.0,50.12452,17,,,,,,
MSG,3,,,4B4416,,2025/11/19,13:14:09.155,2025/11/19,13:14:09.155,HB-ZUK,6008,31.0,109.0,46.72930,9.78092,,,0,0,0,0
MSG,3,,,3B752D,,2025/11/19,13:14:09.157,2025/11/19,13:14:09.157,ICA3B752D,10793,147.0,242.0,46.12233,-0.67637,,,0,0,0,0
MSG,3,,,4AB5D0,,2025/11/19,13:14:09.159,2025/11/19,13:14:09.159,ICA4AB5D0,10134,188.0,216.0,55.30027,12.22087,,,0,0,0,0
MSG,3,,,4785BF,,2025/11/19,13:14:09.161,2025/11/19,13:14:09.161,ICA4785BF,13182,257.0,117.0,60.22528,5.68350,,,0,0,0,0
MSG,3,,,500215,,2025/11/19,13:14:09.163,2025/11/19,13:14:09.163,ICA500215,5954,214.0,309.0,40.29918,-3.34977,,,0,0,0,0
MSG,3,,,48B093,,2025/11/19,13:14:09.165,2025/11/19,13:14:09.165,ICA48B093,24305,179.0,241.0,49.56895,17.60490,,,0,0,0,0
MSG,3,,,505EBB,,2025/11/19,13:14:09.166,2025/11/19,13:14:09.166,OM-M504,6654,136.0,152.0,49.91787,18.93573,,,0,0,0,0
MSG,3,,,DD0E0F,,2025/11/19,13:14:09.168,2025/11/19,13:14:09.168,D-HSHS,1050,87.0,102.0,50.88875,6.67247,,,0,0,0,0
MSG,3,,,398545,,2025/11/19,13:14:09.173,2025/11/19,13:14:09.173,,,,,,,,,,,,
MSG,3,,,39C5C8,,2025/11/19,13:14:09.175,2025/11/19,13:14:09.175,ICA39C5C8,16184,187.0,213.0,41.49718,-1.30930,,,0,0,0,0
MSG,3,,,70605E,,2025/11/19,13:14:09.181,2025/11/19,13:14:09.181,ICA70605E,15345,336.0,264.0,51.71592,1.12748,,,0,0,0,0
MSG,3,,,39C5C8,,2025/11/19,13:14:09.184,2025/11/19,13:14:09.184,ICA39C5C8,16181,187.0,213.0,41.49720,-1.30928,,,0,0,0,0
MSG,3,,,4BC,,,,,,,,,,,,,,,,,
MSG,3,,,500215,,2025/11/19,13:14:09.189,2025/11/19,13:14:09.189,ICA500215,5951,215.0,309.0,40.29918,-3.34977,,,0,0,0,0
MSG,3,,,3DD2CF,,2025/11/19,13:14:09.194,2025/11/19,13:14:09.194,ICA3DD2CF,815,79.0,239.0,53.01175,10.26118,,,0,0,0,0
MSG,3,,,4081A1,,2025/11/19,13:14:09.196,2025/11/19,13:14:09.196,ICA4081A1,36534,385.0,270.0,52.13512,12.12355,,,0,0,0,0
MSG,3,,,4B027F,,2025/11/19,13:14:09.202,2025/11/19,13:14:09.202,ICA4B027F,14210,289.0,236.0,46.06990,5.80997,,,0,0,0,0
MSG,3,,,4B7F5A,,2025/11/19,13:14:09.205,2025/11/19,13:14:09.205,A-108,21592,339.0,120.0,46.30655,7.70558,,,0,0,0,0
MSG,3,,,47A32E,,2025/11/19,13:14:09.208,2025/11/19,13:14:09.208,ICA47A32E,12781,345.0,23.0,60.55620,11.27033,,,0,0,0,0
MSG,3,,,3FFBDE,,2025/11/19,13:14:09.211,2025/11/19,13:14:09.211,ICA3FFBDE,4640,114.0,19.0,51.41160,14.21238,,,0,0,0,0
MSG,3,,,4BCDB2,,2025/11/19,13:14:09.213,2025/11/19,13:14:09.213,ICA4BCDB2,27595,447.0,11,,,,,,,,
MSG,3,,,4060E3,,2025/11/19,13:14:09.214,2025/11/19,13:14:09.214,G-CGKU,5614,85.0,98.0,51.58238,-3.71688,,,0,0,0,0
MSG,3,,,71BE25,,2025/11/19,13:14:09.874,2025/11/19,13:14:09.874,ICA71BE25,3517,148.0,250.0,50.09362,8.81217,,,0,0,0,0
MSG,3,,,DD0C2E,,2025/11/19,13:14:09.876,2025/11/19,13:14:09.876,OE-BXS,3222,65.0,252.0,47.81135,16.18903,,,0,0,0,0
MSG,3,,,71BE25,,2025/11/19,13:14:09.878,2025/11/19,13:14:09.878,ICA71BE25,3517,148.0,250.0,50.09362,8.81218,,,0,0,0,0
MSG,3,,,896450,,2025/11/19,13:14:09.880,2025/11/19,13:14:09.880,ICA896450,31789,528.0,106.0,50.43392,7.15333,,,0,0,0,0
MSG,3,,,4404B2,,2025/11/19,13:14:09.883,2025/11/19,13:14:09.883,ICA4404B2,3275,66.0,258.0,47.81125,16.18830,,,0,0,0,0
MSG,3,,,3D8B38,,2025/11/19,13:14:09.885,2025/11/19,13:14:09.885,D-FYYY,29636,300.0,345.0,46.33518,13.99180,,,0,0,0,0
MSG,3,,,4CABDE,,2025/11/19,13:14:09.891,2025/11/19,13:14:09.891,ICA4CABDE,7817,247.0,157.0,48.92063,9.67625,,,0,0,0,0
MSG,3,,,32004C,,2025/11/19,13:14:09.893,2025/11/19,13:14:09.893,ICA32004C,618,31.0,113.0,41.70280,12.49010,,,0,0,0,0
MSG,3,,,3B75EE,,2025/11/19,13:14:09.899,2025/11/19,13:14:09.899,ICA3B75EE,12343,298.0,5.0,46.07330,-0.53070,,,0,0,0,0
MSG,3,,,3FFBDE,,2025/11/19,13:14:09.902,2025/11/19,13:14:09.902,ICA3FFBDE,4633,114.0,,,,,,,,,
MSG,3,,,3FEB3F,,2025/11/19,13:14:09.905,2025/11/19,13:14:09.905,ICA3FEB3F,5355,133.0,90.0,47.63133,10.33162,,,0,0,0,0
MSG,3,,,87B190,,2025/11/19,13:14:09.908,2025/11/19,13:14:09.908,FLR87B190,299,2.0,0.0,51.76557,-1.19195,,,0,0,0,0
MSG,3,,,47839C,,2025/11/19,13:14:09.911,2025/11/19,13:14:09.911,ICA47839C,1994,0.0,0.0,63.28040,10.37438,,,0,0,0,0
MSG,3,,,FC8CE9,,2025/11/19,13:14:09.913,202,,,,,,,,,,,,,
MSG,3,,,DF18C8,,2025/11/19,13:14:09.919,2025/11/19,13:14:09.919,FLRDF18C8,922,1.0,127.0,-34.42653,147.51870,,,0,0,0,0
MSG,3,,,400EDC,,2025/11/19,13:14:09.921,2025/11/19,13:14:09.921,G-BYUY,1998,62.0,335.0,53.11450,-0.37958,,,0,0,0,0
MSG,3,,,44016D,,2025/11/19,13:14:09.923,2025/11/19,13:14:09.923,ICA44016D,6960,117.0,274.0,46.95820,6.84872,,,0,0,0,0
MSG,3,,,4B1E44,,2025/11/19,13:14:09.941,2025/11/19,13:14:09.941,ICA4B1E44,8764,123.0,215.0,46.91208,7.26343,,,0,0,0,0
MSG,3,,,4B4D44,,2025/11/19,13:14:09.942,2025/11/19,13:14:09.942,HB-2205,2146,69.0,84.0,46.75147,6.61030,,,0,0,0,0
MSG,3,,,3E1A67,,2025/11/19,13:14:09.948,2025/11/19,13:14:09.948,ICA3E1A67,39082,400.0,152.0,56.20903,10.79182,,,0,0,0,0
MSG,3,,,DD5311,,2025/11/19,13:14:09.954,2025/11/19,13:14:09.954,F-BSVU,1099,0.0,8.0,43.21515,0.08232,,,0,0,0,0
MSG,3,,,20141A,,2025/11/19,13:14:09.962,2025/11/19,13:14:09.962,FLR20141A,1864,13.0,298.0,50.18873,13.78162,,,0,0,0,0
MSG,3,,,4D2515,,20,,,,,,,,,,,,,,,
MSG,3,,,4B1E45,,2025/11/19,13:14:09.973,2025/11/19,13:14:09.973,ICA4B1E45,7793,92.0,209.0,48.25253,7.74843,,,0,0,0,0
MSG,3,,,5082A0,,2025/11/19,13:14:09.979,2025/11/19,13:14:09.979,UR-CKL,3423,238.0,75.0,48.36865,17.56738,,,0,0,0,0
MSG,3,,,4B1F57,,2025/11/19,13:14:09.987,2025/11/19,13:14:09.987,ICA4B1F57,9774,137.0,199.0,,,,,,,,
MSG,3,,,EDD780,,2025/11/19,13:14:09.996,2025/11/19,13:14:09.996,FLREDD780,1280,0.0,0.0,42.92972,25.17835,,,0,0,0,0
MSG,3,,,48C2A7,,2025/11/19,13:14:09.999,2025/11/19,13:14:09.999,ICA48C2A7,36168,389.0,201.0,48.66307,12.62007,,,0,0,0,0
MSG,3,,,44CE78,,2025/11/19,13:14:10.003,2025/11/19,13:14:10.003,ICA44CE78,37068,430.0,337.0,48.25640,8.80368,,,0,0,0,0
MSG,3,,,3E6AFB,,2025/11/19,13:14:10.003,2025/11/19,13:14:10.003,D-KFSD,13278,148.0,131.0,-25.61245,18.91953,,,0,0,0,0
MSG,3,,,3452C9,,2025/11/19,13:14:10.009,2025/11/19,13:14:10.009,ICA3452C9,4652,268.0,87.0,51.03190,4.52358,,,0,0,0,0
MSG,3,,,3C65C4,,2025/11/19,13:14:10.024,2025/11/19,13:14:10.024,D-AIND,3927,248.0,234.0,48.40662,12.28897,,,0,0,0,0
MSG,3,,,3CD05F,,2025/11/19,13:14:10.026,2025/11/19,13:14:10.026,D-CGFF,10631,257.0,288.0,48.55998,9.88557,,,0,0,0,0
MSG,3,,,3FF4C2,,2025/11/19,13:14:10.028,2025/11/19,13:14:10.028,ICA3FF4C2,2786,98.0,273.0,48.81883,10.27648,,,0,0,0,0
MSG,3,,,4D227B,,2025/11/19,13:14:10.030,2025/11/19,13:14:,,,,,,,,,,,,
MSG,3,,,3D0DB8,,2025/11/19,13:14:10.031,2025/11/19,13:14:10.031,ICA3D0DB8,3421,88.0,68.0,48.62072,10.37370,,,0,0,0,0
MSG,3,,,4CAD29,,2025/11/19,13:14:10.033,2025/11/19,13:14:10.033,ICA4CAD29,14502,298.0,106.0,51.83308,4.13920,,,0,0,0,0
MSG,3,,,392AEC,,2025/11/19,13:14:10.034,2025/11/19,13:14:10.034,F-GKXM,2514,152.0,323.0,43.65513,1.33858,,,0,0,0,0
MSG,3,,,3B75,,,,,,,,,,,,,,,,,
MSG,3,,,4C348C,,2025/11/19,13:14:10.038,2025/11/19,13:14:10.038,ICA4C348C,37477,434.0,25.0,51.80158,8.04963,,,0,0,0,0
MSG,3,,,3452C9,,2025/11/19,13:14:10.040,2025/11/19,13:14:10.040,ICA3452C9,4652,268.0,87.0,51.03190,4.52360,,,0,0,0,0
MSG,3,,,3D1A68,,2025/11/19,13:14:10.042,2025/11/19,13:14:10.042,ICA3D1A68,2843,91.0,280.0,49.22125,9.44168,,,0,0,0,0
MSG,3,,,4B1618,,2025/11/19,13:14:10.047,2025/11/19,13:14:10.047,HB-IJO,36309,433.0,184.0,54.07765,9.62727,,,0,0,0,0
MSG,3,,,348208,,2025/11/19,13:14:10.049,2025/11/19,13:14:10.049,ICA348208,16368,375.0,21.0,47.91767,1.33855,,,0,0,0,0
MSG,3,,,3E010C,,2025/11/19,13:14:10.052,2025/11/19,13:14:10.052,D-HRPC,1568,69.0,154.0,50.35723,7.48790,,,0,0,0,0
MSG,3,,,359647,,2025/11/19,13:14:10.054,2025/11/19,13:14:10.054,ICA359647,17586,294.0,312.0,37.17698,-5.21707,,,0,0,0,0
MSG,3,,,4CADF0,,2025/11/19,13:14:10.056,2025/11/19,13:14:10.056,ICA4CADF0,33193,465.0,21.0,48.8498,,,,,,,
MSG,3,,,48C611,,2025/11/19,13:14:10.058,2025/11/19,13:14:10.058,ICA48C611,1473,110.0,96.0,52.25938,20.49408,,,0,0,0,0
MSG,3,,,48C611,,2025/11/19,13:14:10.060,2025/11/19,13:14:10.060,ICA48C611,1473,110.0,96.0,52.25938,20.49408,,,0,0,0,0
MSG,3,,,4CAD29,,2025/11/19,13:14:10.062,2025/11/19,13:14:10.062,ICA4CAD29,14477,298.0,106.0,51.83307,4.13923,,,0,0,0,0
MSG,3,,,20172F,,2025/11/19,13:14:10.064,2025/11/,,,,,,,,,,,,,
MSG,3,,,3C5EF2,,2025/11/19,13:14:10.066,2025/11/19,13:14:10.066,D-AGWR,5726,258.0,299.0,51.29950,6.61552,,,0,0,0,0
MSG,3,,,478089,,2025/11/19,13:14:10.068,2025/11/19,13:14:10.068,ICA478089,11483,235.0,111.0,60.23845,10.23652,,,0,0,0,0
MSG,3,,,4B1ACB,,2025/11/19,13:14:10.069,2025/11/19,13:14:10.069,HB-KDV,4600,99.0,210.0,46.81403,7.57785,,,0,0,0,0
MSG,3,,,4B1E44,,2025/11/19,13:14:10.073,2025/11/19,13:14:10.073,ICA4B1E44,8768,122.0,218.0,46.91163,7.26295,,,0,0,0,0
MSG,3,,,48AD87,,2025/11/19,13:14:10.075,2025/11/19,13:14:10.075,ICA48AD87,4498,238.0,0.0,52.15785,20.60675,,,0,0,0,0
MSG,3,,,3E1C91,,2025/11/19,13:14:10.076,2025/11/19,13:14:10.076,ICA3E1C91,9568,348.0,118.0,49.09398,8.75128,,,0,0,0,0
MSG,3,,,3E78B8,,2025/11/19,13:14:10.077,2025/11/19,13:14:10.077,D-KKXK,13470,109.0,177.0,-24.81963,16.90767,,,0,0,0,0
MSG,3,,,3EC325,,2025/11/19,13:14:10.078,2025/11/19,13:14:10.078,D-KOWB,14244,81.0,286.0,-22.65087,18.62660,,,0,0,0,0
MSG,3,,,3B7B66,,202,,,,,,,,,,,,,,,
MSG,3,,,4CAD95,,2025/11/19,13:14:10.084,2025/11/19,13:14:10.084,ICA4CAD95,3152,204.0,250.0,50.95767,4.77868,,,0,0,0,0
MSG,3,,,4C348C,,2025/11/19,13:14:10.086,2025/11/19,13:14:10.086,ICA4C348C,37484,433.0,25.0,51.80130,8.04942,,,0,0,0,0
MSG,3,,,3D0B2F,,2025/11/19,13:14:10.089,2025/11/19,13:14:10.089,ICA3D0B2F,3015,125.0,74.,,,,,,,,
MSG,3,,,3E0A33,,2025/11/19,13:14:10.091,2025/11/19,13:14:10.091,ICA3E0A33,5682,100.0,172.0,52.28273,14.56417,,,0,0,0,0
MSG,3,,,3E1C91,,2025/11/19,13:14:10.093,2025/11/19,13:14:10.093,ICA3E1C91,9568,348.0,118.0,49.09397,8.75132,,,0,0,0,0
MSG,3,,,503CED,,2025/11/19,13:14:10.094,2025/11/19,13:14:10.094,ICA503CED,8886,125.0,95.0,41.56598,1.22782,,,0,0,0,0
MSG,3,,,472FD0,,2025/11/19,13:14:10.096,2025/11/19,13:14:10.096,ICA472FD0,38493,409.0,303.0,51.28013,8.39333,,,0,0,0,0
MSG,3,,,400B0F,,2025/11/19,13:14:10.098,2025/11/19,13:14:10.098,G-CSIX,4002,112.0,29.0,52.97288,-1.75248,,,0,0,0,0
MSG,3,,,38BD7B,,2025/11/19,13:14:10.098,2025/11/19,13:14:10.098,F-CPHK,2015,61.0,116.0,44.07582,5.99103,,,0,0,0,0
MSG,3,,,3998B3,,2025/11/19,13:14:10.098,2025/11/19,13:14:10.098,F-HGFT,1526,11.0,187.0,44.06093,5.99398,,,0,0,0,0
