MessageType,TransmissionType,SessionID,AircraftID,HexIdent,FlightID,DateGenerated,TimeGenerated,DateLogged,TimeLogged,Callsign,Altitude,GroundSpeed,Track,Latitude,Longitude,VerticalRate,Squawk,Alert,Emergency,SPI,IsOnGround
MSG,3,,,348206,,2025/11/19,13:14:40.318,2025/11/19,13:14:40.318,ICA348206,11400,335.0,101.0,43.39642,-2.85115,,,0,0,0,0
MSG,3,,,4BA912,,2025/11/19,13:14:40.320,2025/11/19,13:14:40.320,TC-JHR,4325,225.0,248.0,35.56548,-0.77757,,,0,0,0,0
MSG,3,,,48C223,,2025/11/19,13:14:40.322,2025/11/19,13:14:40.322,ICA48C223,12000,385.0,70.0,36.90945,-4.34228,,,0,0,0,0
MSG,3,,,4850CF,,2025/11/19,13:14:40.324,2025/11/19,13:14:40.324,PH-LAU,9275,286.0,44.0,41.68818,-4.79118,,,0,0,0,0
MSG,3,,,34530D,,2025/11/19,13:14:40.325,2025/11/19,13:14:40.325,ICA34530D,9500,277.0,265.0,40.28118,-3.08582,,,0,0,0,0
MSG,3,,,4910F3,,2025/11/19,13:14:40.326,2025/11/19,13:14:40.326,ICA4910F3,6800,51.0,42.0,40.74187,-7.83168,,,0,0,0,0
MSG,3,,,505C88,,2025/11/19,13:14:40.328,2025/11/19,13:,,,,,,,,,,,,
MSG,3,,,34454B,,2025/11/19,13:14:40.329,2025/11/19,13:14:40.329,EC-MBY,275,144.0,245.0,41.30920,2.11393,,,0,0,0,0
MSG,3,,,346090,,2025/11/19,13:14:40.331,2025/11/19,13:14:40.331,ICA346090,3850,244.0,200.0,41.41713,2.34283,,,0,0,0,0
MSG,3,,,347219,,2025/11/19,13:14:40.334,2025/11/19,13:14:40.334,ICA347219,9950,290.0,214.0,40.36487,-3.03907,,,0,0,0,0
MSG,3,,,4,,,,,,,,,,,,,,,,,
MSG,3,,,4CA88F,,2025/11/19,13:14:40.336,2025/11/19,13:14:40.336,EI-ENC,13175,277.0,254.0,38.66130,-0.26193,,,0,0,0,0
MSG,3,,,3452C8,,2025/11/19,13:14:40.339,2025/11/19,13:14:40.339,ICA3452C8,14650,331.0,114.0,40.32183,-3.90108,,,0,0,0,0
MSG,3,,,503CED,,2025/11/19,13:14:40.340,2025/11/19,13:14:40.340,ICA503CED,9000,125.0,95.0,41.56577,1.23097,,,0,0,0,0
MSG,3,,,34835A,,2025/11/19,13:14:40.341,2025/11/19,13:14:40.341,ICA34835A,3925,69.0,168.0,42.32505,-3.63117,,,0,0,0,0
MSG,3,,,4402B7,,2025/11/19,13:14:40.343,2025/11/19,13:14:40.343,ICA4402B7,10800,142.0,226.0,42.56267,1.74747,,,0,0,0,0
MSG,3,,,345206,,2025/11/19,13:14:40.344,2025/11/19,13:14:40.344,ICA345206,11025,314.0,71.0,39.54567,2.38018,,,0,0,0,0
MSG,3,,,342104,,2025/11/19,13:14:40.345,2025/11/19,13:14:40.345,EC-JFH,12150,283.0,269.0,40.26005,-2.77087,,,0,0,0,0
MSG,3,,,345619,,2025/11/19,13:14:40.346,2025/11/19,13:14:40.346,ICA345619,13000,340.0,84.0,,,,,,,,
MSG,3,,,3571D1,,2025/11/19,13:14:40.347,2025/11/19,13:14:40.347,ICA3571D1,4000,197.0,71.0,37.33885,-5.43997,,,0,0,0,0
MSG,3,,,48AF02,,2025/11/19,13:14:40.349,2025/11/19,13:14:40.349,ICA48AF02,12825,281.0,251.0,40.67255,-2.75438,,,0,0,0,0
MSG,3,,,34554D,,2025/11/19,13:14:40.351,2025/11/19,13:14:40.351,ICA34554D,5550,99.0,109.0,39.88992,-4.44140,,,0,0,0,0
MSG,3,,,503E2E,,2025/11/19,13:14:40.352,2,,,,,,,,,,,,,
MSG,3,,,342591,,2025/11/19,13:14:40.353,2025/11/19,13:14:40.353,EC-KHN,5775,261.0,43.0,41.20920,2.35932,,,0,0,0,0
MSG,3,,,440549,,2025/11/19,13:14:40.354,2025/11/19,13:14:40.354,OE-LBV,1400,155.0,311.0,36.69838,-4.52012,,,0,0,0,0
MSG,3,,,344692,,2025/11/19,13:14:40.357,2025/11/19,13:14:40.357,EC-MER,5725,272.0,136.0,41.17305,2.07642,,,0,0,0,0
MSG,3,,,34844C,,2025/11/19,13:14:40.359,2025/11/19,13:14:40.359,ICA34844C,1600,70.0,225.0,41.50872,2.14872,,,0,0,0,0
MSG,3,,,4CAF26,,2025/11/19,13:14:40.360,2025/11/19,13:14:40.360,ICA4CAF26,14075,273.0,218.0,41.40112,2.86637,,,0,0,0,0
MSG,3,,,4CAE6C,,2025/11/19,13:14:40.361,2025/11/19,13:14:40.361,ICA4CAE6C,6775,268.0,184.0,38.52342,-0.79310,,,0,0,0,0
MSG,3,,,346551,,2025/11/19,13:14:40.363,2025/11/19,13:14:40.363,ICA346551,2475,107.0,133.0,39.33283,-0.70378,,,0,0,0,0
MSG,3,,,34830A,,2025/11/19,13:14:40.364,2025/11/19,13:14:40.364,ICA34830A,2800,84.0,202.0,41.58700,2.26873,,,0,0,0,0
MSG,3,,,3475,,,,,,,,,,,,,,,,,
MSG,3,,,34838F,,2025/11/19,13:14:40.368,2025/11/19,13:14:40.368,ICA34838F,4650,114.0,35.0,39.42775,-1.00842,,,0,0,0,0
MSG,3,,,4B1807,,2025/11/19,13:14:40.369,2025/11/19,13:14:40.369,ICA4B1807,9175,283.0,257.0,41.15273,-8.07422,,,0,0,0,0
MSG,3,,,3442CC,,2025/11/19,13:14:40.371,2025/11/19,13:14:40.371,EC-LRU,9975,288.0,,,,,,,,,
MSG,3,,,4C0662,,2025/11/19,13:14:40.372,2025/11/19,13:14:40.372,ICA4C0662,1500,168.0,145.0,38.37772,-0.72147,,,0,0,0,0
MSG,3,,,4CAE56,,2025/11/19,13:14:40.373,2025/11/19,13:14:40.373,ICA4CAE56,8725,272.0,240.0,36.71733,-3.96542,,,0,0,0,0
MSG,3,,,344216,,2025/11/19,13:14:40.374,2025/11/19,13:14:40.374,EC-LPR,5200,184.0,288.0,28.41102,-16.12592,,,0,0,0,0
MSG,3,,,344698,,2025/11/19,13:14:40.375,2025/11/19,13:14:40.375,EC-MGE,6950,269.0,295.0,42.56108,-8.12127,,,0,0,0,0
MSG,3,,,4D238C,,2025/11/19,13:14:40.377,2025/11/19,13:14:40.377,ICA4D238C,10925,339.0,40.0,40.69872,-3.42097,,,0,0,0,0
MSG,3,,,34728A,,2025/11/19,13:14:40.378,2025/11/19,13:14:40.378,ICA34728A,4925,117.0,221.0,40.04627,-4.23388,,,0,0,0,0
MSG,3,,,345543,,2025/11/19,13:14:40.380,2025/11/19,13:14:40.380,ICA345543,6925,214.0,278.0,40.27425,-3.25333,,,0,0,0,0
MSG,3,,,3451D8,,2025/11/19,13:14:40.381,2025/11/19,13:14:40.381,ICA3451D8,2850,144.0,323.0,40.43425,-3.49583,,,0,0,0,0
MSG,3,,,348443,,2025/11/19,13:14:40.382,2025/,,,,,,,,,,,,,
MSG,3,,,3C64AC,,2025/11/19,13:14:40.384,2025/11/19,13:14:40.384,ICA3C64AC,11900,274.0,202.0,38.89888,-9.14767,,,0,0,0,0
MSG,3,,,34608F,,2025/11/19,13:14:40.387,2025/11/19,13:14:40.387,ICA34608F,8375,298.0,117.0,40.25070,-3.65927,,,0,0,0,0
MSG,3,,,348359,,2025/11/19,13:14:40.389,2025/11/19,13:14:40.389,ICA348359,2750,78.0,330.0,40.28552,-4.09497,,,0,0,,
MSG,3,,,34748D,,2025/11/19,13:14:40.390,2025/11/19,13:14:40.390,ICA34748D,3200,84.0,281.0,41.64515,0.98820,,,0,0,0,0
MSG,3,,,3571CF,,2025/11/19,13:14:40.391,2025/11/19,13:14:40.391,ICA3571CF,9950,276.0,134.0,37.75042,-1.06065,,,0,0,0,0
MSG,3,,,348388,,2025/11/19,13:14:40.393,2025/11/19,13:14:40.393,ICA348388,2900,63.0,230.0,41.52548,2.02742,,,0,0,0,0
MSG,3,,,34554C,,2025/11/19,13:14:40.395,2025/11/19,13:14:40.395,ICA34554C,925,59.0,174.0,39.62517,2.73327,,,0,0,0,0
MSG,3,,,345698,,2025/11/19,13:14:40.397,2025/11/19,13:14:40.397,ICA345698,10825,357.0,115.0,40.29287,-3.79253,,,0,0,0,0
MSG,3,,,3571CE,,2025/11/19,13:14:40.401,2025/11/19,13:14:40.401,ICA3571CE,1100,121.0,224.0,37.82528,-0.74648,,,0,0,0,0
MSG,3,,,48418D,,2025/11/19,13:14:41.078,2025/11/19,13:14:41.078,PH-BXS,13825,304.0,345.0,41.35292,1.87598,,,0,0,0,0
MSG,3,,,4B194D,,2025/11/19,13:14:41.080,2025/11/19,13:14:41.080,ICA4B194D,9325,283.0,46.0,38.95473,-8.97302,,,0,0,0,0
MSG,3,,,780F39,,2025/11/19,13:14:41.082,2025/11/19,13:14:41.082,ICA780F39,31709,539.0,31.0,51.75307,9.60353,,,0,0,0,0
MSG,3,,,4D2006,,2025/11/19,13:14:41.083,2025/11/19,13:14:41.083,ICA4D2006,12850,261.0,196.0,39.82772,3.36090,,,0,0,0,0
MSG,3,,,4AC9C5,,2025/11/19,13:14:41.085,2025/11/19,13:14:41.085,ICA4AC9C5,13250,341.0,153.0,28.25898,-15.31315,,,0,0,0,0
MSG,3,,,406A02,,2025/11/19,13:14:41.086,2025/11/19,13:14:41.086,G-EUYS,1150,132.0,296.0,36.86178,-2.28692,,,0,0,0,0
MSG,3,,,440DC8,,2025/11/19,13:14:41.088,2025/11/19,13:14:41.088,ICA440DC8,4375,117.0,221.0,39.56377,-7.91620,,,0,0,0,0
MSG,3,,,346408,,2025/11/19,13:14:41.091,2025/11/19,13:14:41.091,ICA346408,850,54.0,330.0,41.52635,2.09920,,,0,0,0,0
MSG,3,,,347694,,2025/11/19,13:14:41.094,2025/11/19,13:14:41.094,ICA347694,5225,272.0,89.0,39.20657,-0.06933,,,0,0,0,0
MSG,3,,,34614F,,2025/11/19,13:14:41.095,2025/11/19,13:14:41.095,ICA34614F,5525,,,,,,,,,,
MSG,3,,,407637,,2025/11/19,13:14:41.096,2025/11/19,13:14:41.096,ICA407637,1450,85.0,282.0,36.49295,-1.54088,,,0,0,0,0
MSG,3,,,0100DB,,2025/11/19,13:14:41.098,2025/11/19,13:14:41.098,SU-GCM,2575,216.0,289.0,41.33420,2.50800,,,0,0,0,0
MSG,3,,,4D24AE,,2025/11/19,13:14:41.099,2025/11/19,13:14:41.099,ICA4D24AE,7575,309.0,258.0,39.48052,0.16658,,,0,0,0,0
MSG,3,,,4952A9,,2025/11/19,13:14:,,,,,,,,,,,,,,
MSG,3,,,354657,,2025/11/19,13:14:41.102,2025/11/19,13:14:41.102,ICA354657,0,0.0,0.0,41.77388,2.43748,,,0,0,0,0
MSG,3,,,3E1859,,2025/11/19,13:14:41.104,2025/11/19,13:14:41.104,D-IAKN,39786,464.0,64.0,41.70485,3.39353,,,0,0,0,0
MSG,3,,,4B1E45,,2025/11/19,13:14:41.105,2025/11/19,13:14:41.105,ICA4B1E45,7921,93.0,209.0,48.24992,7.74625,,,0,0,0,0
MSG,3,,,400F9A,,2025/11/19,13:14:41.106,2025/11/19,13:14:41.106,G-DBCK,36868,398.0,290.0,50.39515,11.19983,,,0,0,0,0
MSG,3,,,4CAF16,,2025/11/19,13:14:41.108,2025/11/19,13:14:41.108,ICA4CAF16,32418,396.0,210.0,52.85188,9.48623,,,0,0,0,0
MSG,3,,,40815B,,2025/11/19,13:14:41.109,2025/11/19,13:14:41.109,ICA40815B,34293,472.0,136.0,48.34372,11.58282,,,0,0,0,0
MSG,3,,,44082C,,2025/11/19,13:14:41.110,2025/11/19,13:14:41.110,ICA44082C,10849,354.0,50.0,47.98212,15.74020,,,0,0,0,0
MSG,3,,,574ED8,,2025/11/19,13:14:41.111,2025/11/19,13:14:41.111,N0TME,46,0.0,212.0,53.55038,10.15822,,,0,0,0,0
MSG,3,,,,,,,,,,,,,,,,,,,,
MSG,3,,,4B1E45,,2025/11/19,13:14:41.117,2025/11/19,13:14:41.117,ICA4B1E45,7921,93.0,209.0,48.24992,7.74625,,,0,0,0,0
MSG,3,,,342104,,2025/11/19,13:14:41.119,2025/11/19,13:14:41.119,EC-JFH,12179,283.0,270.0,40.26005,-2.77628,,,0,0,0,0
MSG,3,,,347498,,2025/11/19,13:14:41.120,2025/11/19,13:14:41.120,ICA347498,5396,2,,,,,,,,,
MSG,3,,,3D3616,,2025/11/19,13:14:41.122,2025/11/19,13:14:41.122,D-ESSS,6002,98.0,141.0,47.83290,12.42502,,,0,0,0,0
MSG,3,,,FB0790,,2025/11/19,13:14:41.124,2025/11/19,13:14:41.124,FLRFB0790,1811,45.0,305.0,52.88475,-1.58850,,,0,0,0,0
MSG,3,,,3003AD,,2025/11/19,13:14:41.125,2025/11/19,13:14:41.125,I-ADJM,5877,251.0,81.0,48.29680,12.32603,,,0,0,0,0
MSG,3,,,348316,,2025/11/19,13:14:41.126,2025/11/19,13:14:41.126,ICA348316,2125,90.0,337.0,36.71747,-3.84445,,,0,0,0,0
MSG,3,,,020140,,2025/11/19,13:14:41.128,2025/11/19,13:14:41.128,ICA020140,6775,286.0,26.0,44.59928,-0.56633,,,0,0,0,0
MSG,3,,,500215,,2025/11/19,13:14:41.130,2025/11/19,13:14:41.130,ICA500215,5925,207.0,309.0,40.30257,-3.35510,,,0,0,0,0
MSG,3,,,384A1A,,2025/11/19,13:14:41.131,2025/11/19,13:14:41.131,ICA384A1A,14950,381.0,348.0,45.09548,-0.88775,,,0,0,0,0
MSG,3,,,4951D6,,2025/11/19,13:14:41.133,2025/11/19,13:14:41.133,CS-TNV,3950,191.0,322.0,40.34418,-3.43342,,,0,0,0,0
MSG,3,,,0A0074,,2025/11/19,13:14:41.134,2025/,,,,,,,,,,,,,
MSG,3,,,348251,,2025/11/19,13:14:41.135,2025/11/19,13:14:41.135,ICA348251,5350,82.0,22.0,36.92803,-4.13373,,,0,0,0,0
MSG,3,,,344417,,2025/11/19,13:14:41.136,2025/11/19,13:14:41.136,EC-LUL,12000,290.0,175.0,40.48345,-2.78622,,,0,0,0,0
MSG,3,,,495212,,2025/11/19,13:14:41.138,2025/11/19,13:14:41.138,ICA495212,11850,257.0,229.0,38.48948,-8.64983,,,0,0,0,0
MSG,3,,,348209,,2025/11/19,13:14:41.139,2025/11/19,13:14:41.139,ICA348209,1575,142.0,239.0,39.60292,2.82873,,,0,0,0,0
MSG,3,,,34554F,,2025/11/19,13:14:41.140,2025/11/19,13:14:41.140,ICA34554F,11025,114.0,185.0,40.86640,-4.26925,,,0,0,0,0
MSG,3,,,4B1817,,2025/11/19,13:14:41.142,2025/11/19,13:14:41.142,ICA4B1817,13975,293.0,204.0,41.53810,2.95532,,,0,0,0,0
MSG,3,,,49146F,,2025/11/19,13:14:41.146,2025/11/19,13:14:41.146,ICA49146F,4700,90.0,337.0,39.55925,-7.53782,,,0,0,0,0
MSG,3,,,49328A,,2025/11/19,13:14:41.147,2025/11/19,13:14:41.147,ICA49328A,8350,262.0,277.0,38.34385,-8.90003,,,0,0,0,0
MSG,3,,,345685,,2025/11/19,13:14:41.149,2025/11/19,13:14:41.149,ICA345685,3950,232.0,38.0,40.24522,-3.39123,,,0,0,0,0
MSG,3,,,4CA8E6,,2025/11/19,13:14:41.152,2025/11/19,13:14:41.152,EI-ENT,14825,349.0,11.0,40.86537,-3.34078,,,0,0,0,0
MSG,3,,,3462C3,,2025/11/19,13:14:41.153,2025/11/19,13:14:41.153,ICA3462C3,25,21.0,254.0,36.84392,-2.37708,,,0,0,0,0
MSG,3,,,344195,,2025/11/19,13:14:41.155,2025/11/19,13:14:41.155,EC-LOJ,2775,153,,,,,,,,,
MSG,3,,,4BB02B,,2025/11/19,13:14:41.156,2025/11/19,13:14:41.156,ICA4BB02B,850,168.0,238.0,41.27735,2.06143,,,0,0,0,0
MSG,3,,,348206,,2025/11/19,13:14:41.157,2025/11/19,13:14:41.157,ICA348206,11425,336.0,101.0,43.39590,-2.84813,,,0,0,0,0
MSG,3,,,4BA912,,2025/11/19,13:14:41.159,2025/11/19,13:14:41.159,TC-JHR,4350,226.0,247.0,35.56483,-0.77950,,,0,0,0,0
MSG,3,,,48C223,,2025/11/19,13:14:4,,,,,,,,,,,,,,
MSG,3,,,4850CF,,2025/11/19,13:14:41.161,2025/11/19,13:14:41.161,PH-LAU,9375,286.0,46.0,41.69010,-4.78848,,,0,0,0,0
MSG,3,,,34530D,,2025/11/19,13:14:41.163,2025/11/19,13:14:41.163,ICA34530D,9450,277.0,265.0,40.28100,-3.08872,,,0,0,0,0
MSG,3,,,346101,,2025/11/19,13:14:41.165,2025/11/19,13:14:41.165,ICA346101,2375,124.0,201.0,28.04270,-14.59977,,,0,0,0,0
MSG,3,,,4910F3,,2025/11/19,13:14:41.166,2025/11/19,13:14:41.166,ICA4910F3,6800,50.0,43.0,40.74202,-7.83148,,,0,0,0,0
MSG,3,,,505C88,,2025/11/19,13:14:41.168,2025/11/19,13:14:41.168,ICA505C88,2850,150.0,250.0,40.44435,4.76918,,,0,0,0,0
MSG,3,,,34454B,,2025/11/19,13:14:41.170,2025/11/19,13:14:41.170,EC-MBY,250,143.0,245.0,41.30860,2.11225,,,0,0,0,0
MSG,3,,,346090,,2025/11/19,13:14:41.171,2025/11/19,13:14:41.171,ICA346090,3825,244.0,200.0,41.41507,2.34182,,,0,0,0,0
MSG,3,,,347219,,2025/11/19,13:14:41.172,2025/11/19,13:14:41.172,ICA347219,9925,290.0,214.0,40.36275,-3.04103,,,0,0,0,0
MSG,3,,,4CA852,,2025/11/19,13:14:41.174,2025/11/19,13:14:41.174,EI-EMJ,5200,238.0,189.0,37.41868,-6.04755,,,0,0,0,0
MSG,3,,,4CA88F,,2025/11/19,13:14:41.175,2025/11/19,13:14:41.175,EI-ENC,13150,277.0,254.0,38.66075,-0.26447,,,0,0,0,0
MSG,3,,,3452C8,,2025/11/19,13:14:41.180,2025/11/19,13:14:41.180,ICA3452C8,14600,331.0,114.0,40.32073,-3.89802,,,0,0,0,0
MSG,3,,,48C5C9,,2025/11/19,13:14:41.185,2025/11/19,13:14:41.185,ICA48C,,,,,,,,,,,
MSG,3,,,3E6BD1,,2025/11/19,13:14:41.185,2025/11/19,13:14:41.185,D-KGAJ,2609,88.0,40.0,48.20807,11.58565,,,0,0,0,0
MSG,3,,,3C6664,,2025/11/19,13:14:41.186,2025/11/19,13:14:41.186,D-AISD,4419,205.0,310.0,41.82923,12.12798,,,0,0,0,0
MSG,3,,,3D1442,,2025/11/19,13:14:41.187,2025/11/19,13:14:41.187,D-EFXQ,315,55.0,164.0,49.30613,8.45120,,,0,0,0,0
MSG,3,,,48C5E1,,2025/11/19,13:14:41.188,2025/11/19,13:14:41.188,ICA48C5E1,4412,112.0,137.0,49.99063,19.01043,,,0,0,0,0
MSG,3,,,C32270,,2025/11/19,13:14:41.189,2025/11/19,13:14:41.189,RPT-1,2392,1.0,0.0,-33.37787,-70.57912,,,0,0,0,0
MSG,3,,,4B3301,,2025/11/19,13:14:41.189,2025/11/19,13:14:41.189,HB-TIF,5910,100.0,229.0,46.89648,7.42418,,,0,0,0,0
MSG,3,,,39C5C8,,2025/11/19,13:14:41.190,2025/11/19,13:14:41.190,ICA39C5C8,16398,188.0,213.0,41.49205,-1.31367,,,0,0,0,0
MSG,3,,,440DA1,,2025/11/19,13:14:41.192,2025/11/19,13:14:41.192,ICA440DA1,39918,524.0,113.0,49.32015,11.79332,,,0,0,0,0
MSG,3,,,48418D,,2025/11/19,13:14:41.193,2025/,,,,,,,,,,,,,
MSG,3,,,486953,,2025/11/19,13:14:41.194,2025/11/19,13:14:41.194,ICA486953,36718,435.0,326.0,50.27622,9.64638,,,0,0,0,0
MSG,3,,,3C654A,,2025/11/19,13:14:41.196,2025/11/19,13:14:41.196,ICA3C654A,33968,470.0,139.0,49.69840,9.30607,,,0,0,0,0
MSG,3,,,4CA8E6,,2025/11/19,13:14:41.197,2025/11/19,13:14:41.197,EI-ENT,14947,349.0,12.0,40.86858,-3.33985,,,0,0,0,0
MSG,3,,,4ACA05,,2025/11/19,13:14:41.198,2025/11/19,13:14:41.198,ICA4ACA05,13298,312.0,348.0,59.43803,11.32427,,,0,0,0,0
MSG,3,,,346317,,2025/11/19,13:14:41.200,2025/11/19,13:14:41.200,ICA346317,14447,277.0,1.0,51.36692,-0.07850,,,0,0,0,0
MSG,3,,,4ACA05,,2025/11/19,13:14:41.201,2025/11/19,13:14:41.201,ICA4ACA05,13298,312.0,348.0,59.43802,11.32427,,,0,0,0,0
MSG,3,,,4031BF,,2025/11/19,13:14:41.203,2025/11/19,13:14:41.203,ICA4031BF,1604,107.0,123.0,53.58118,-2.53663,,,0,0,0,0
MSG,3,,,4784F8,,2025/11/19,13:14:41.205,2025/11/19,13:14:41.205,ICA4784F8,272,54.0,147.0,59.06307,10.98363,,,0,0,0,0
MSG,3,,,440592,,2025/11/19,13:14:41.206,2025/11/19,13:14:41.206,OE-FZD,24333,394.0,84.0,54.04860,16.18270,,,0,0,0,0
MSG,3,,,345543,,2025/11/19,13:14:41.211,2025/11/19,13:14:41.211,ICA345543,6929,215.0,279.0,40.27453,-3.25562,,,0,0,0,0
MSG,3,,,D00237,,2025/11/19,13:14:41.214,2025/11/19,13:14:41.214,I-IVWM,2733,74.0,318.0,46.18020,12.27848,,,0,0,0,0
MSG,3,,,4D226F,,2025/11/19,13:14:41.215,2025/11/19,13:14:41.215,ICA4D226F,16771,,,,,,,,,,
MSG,3,,,3B75F6,,2025/11/19,13:14:41.217,2025/11/19,13:14:41.217,ICA3B75F6,14868,312.0,339.0,45.44453,0.24615,,,0,0,0,0
MSG,3,,,4864EF,,2025/11/19,13:14:41.219,2025/11/19,13:14:41.219,ICA4864EF,12754,354.0,35.0,51.62187,3.97200,,,0,0,0,0
MSG,3,,,C01275,,2025/11/19,13:14:41.221,2025/11/19,13:14:41.221,ICAC01275,14297,297.0,304.0,54.04947,7.85042,,,0,0,0,0
MSG,3,,,400B0F,,2025/11/19,1,,,,,,,,,,,,,,
MSG,3,,,4B40BA,,2025/11/19,13:14:41.224,2025/11/19,13:14:41.224,FLR4B40BA,7870,71.0,295.0,46.71882,7.18908,,,0,0,0,0
MSG,3,,,4B25EA,,2025/11/19,13:14:41.225,2025/11/19,13:14:41.225,FLR4B25EA,3228,77.0,94.0,46.57533,7.07743,,,0,0,0,0
MSG,3,,,3D12BD,,2025/11/19,13:14:41.226,2025/11/19,13:14:41.226,FLR3D12BD,3448,120.0,38.0,49.68878,12.30298,,,0,0,0,0
MSG,3,,,FA1006,,2025/11/19,13:14:41.228,2025/11/19,13:14:41.228,FLRFA1006,1856,0.0,93.0,46.67990,7.85132,,,0,0,0,0
MSG,3,,,502C8A,,2025/11/19,13:14:41.229,2025/11/19,13:14:41.229,FLR502C8A,643,71.0,352.0,56.64667,25.05862,,,0,0,0,0
MSG,3,,,34838F,,2025/11/19,13:14:41.231,2025/11/19,13:14:41.231,FLR34838F,4616,112.0,31.0,39.43542,-1.00205,,,0,0,0,0
MSG,3,,,440791,,2025/11/19,13:14:41.231,2025/11/19,13:14:41.231,HB-XCM,4576,69.0,318.0,47.82832,16.19588,,,0,0,0,0
MSG,3,,,396C3C,,2025/11/19,13:14:41.232,2025/11/19,13:14:41.232,F-JDMT,2906,79.0,320.0,47.90168,7.34637,,,0,0,0,0
MSG,3,,,,,,,,,,,,,,,,,,,,
MSG,3,,,3E5BF2,,2025/11/19,13:14:41.234,2025/11/19,13:14:41.234,D-KAAC,15110,72.0,36.0,-23.43875,16.64373,,,0,0,0,0
MSG,3,,,3E65BB,,2025/11/19,13:14:41.234,2025/11/19,13:14:41.234,D-KDSL,13447,80.0,15.0,-24.34190,16.99095,,,0,0,0,0
MSG,3,,,3E79D0,,2025/11/19,13:14:41.235,2025/11/19,13:14:41.235,D-KLIE,14231,89.0,,,,,,,,,
MSG,3,,,3EC325,,2025/11/19,13:14:41.235,2025/11/19,13:14:41.235,D-KOWB,14349,80.0,341.0,-22.64910,18.62465,,,0,0,0,0
MSG,3,,,20240E,,2025/11/19,13:14:41.236,2025/11/19,13:14:41.236,,1565,15.0,256.0,50.63485,14.07577,,,0,0,0,0
MSG,3,,,47C39C,,2025/11/19,13:14:41.239,2025/11/19,13:14:41.239,ICA47C39C,12885,260.0,188.0,67.99370,14.72642,,,0,0,0,0
MSG,3,,,3C6745,,2025/11/19,13:14:41.241,2025/11/19,13:14:41.241,D-AIZE,13940,332.0,318.0,49.99223,8.19592,,,0,0,0,0
MSG,3,,,3C644A,,2025/11/19,13:14:41.245,2025/11/19,13:14:41.245,D-AIBJ,32220,408.0,163.0,52.04825,9.87440,,,0,0,0,0
MSG,3,,,3FEF8F,,2025/11/19,13:14:41.245,2025/11/19,13:14:41.245,D-MILO,3825,91.0,115.0,47.84150,8.83707,,,0,0,0,0
MSG,3,,,3D0515,,2025/11/19,13:14:41.247,2025/11/19,13:14:41.247,FLR3D0515,141,21.0,306.0,52.20782,13.15832,,,0,0,0,0
MSG,3,,,3DD746,,2025/11/19,13:14:41.248,2025/11/19,13:14:41.248,ICA3DD746,3655,59.0,246.0,48.70220,10.72533,,,0,0,0,0
MSG,3,,,AE4FF7,,2025/11/19,13:14:41.250,2025/11/19,13:14:41.25,,,,,,,,,,,,
MSG,3,,,44CE78,,2025/11/19,13:14:41.251,2025/11/19,13:14:41.251,ICA44CE78,37039,430.0,337.0,48.26910,8.79562,,,0,0,0,0
MSG,3,,,4B1916,,2025/11/19,13:14:41.253,2025/11/19,13:14:41.253,ICA4B1916,30989,510.0,6.0,50.06927,9.48657,,,0,0,0,0
MSG,3,,,342591,,2025/11/19,13:14:41.254,2025/11/19,13:14:41.254,EC-KHN,5737,261.0,44.0,41.21130,2.36193,,,0,0,0,0
MSG,3,,,44058F,,202,,,,,,,,,,,,,,,
MSG,3,,,4B4211,,2025/11/19,13:14:41.256,2025/11/19,13:14:41.256,HB-ZAN,2835,120.0,188.0,46.91762,7.16757,,,0,0,0,0
MSG,3,,,2013BF,,2025/11/19,13:14:41.258,2025/11/19,13:14:41.258,FLR2013BF,2963,24.0,319.0,47.83477,16.05452,,,0,0,0,0
MSG,3,,,2020A9,,2025/11/19,13:14:41.259,2025/11/19,13:14:41.259,FLR2020A9,1660,0.0,146.0,47.82555,16.05997,,,0,0,0,0
MSG,3,,,20137D,,2025/11/19,13:14:41.261,2025/11/19,13:14:41.261,FLR20137D,2900,21.0,224.0,47.83045,16.04902,,,0,0,0,0
MSG,3,,,115E60,,2025/11/19,13:14:41.263,2025/11/19,13:14:41.263,FLR115E60,1309,0.0,249.0,47.81710,128.56843,,,0,0,0,0
MSG,3,,,0A07C4,,2025/11/19,13:14:41.265,2025/11/19,13:14:41.265,FLR0A07C4,2881,17.0,54.0,47.83277,16.05330,,,0,0,0,0
MSG,3,,,3C66A8,,2025/11/19,13:14:41.266,2025/11/19,13:14:41.266,D-AIUH,9280,269.0,302.0,48.11370,12.43838,,,0,0,0,0
MSG,3,,,1C68B0,,2025/11/19,13:14:41.268,2025/11/19,13:14:41.268,F-CFEH,2970,59.0,317.0,43.62912,5.22112,,,0,,,
MSG,3,,,D00951,,2025/11/19,13:14:41.269,2025/11/19,13:14:41.269,F-CNGC,2914,43.0,180.0,43.63927,5.20258,,,0,0,0,0
MSG,3,,,D01463,,2025/11/19,13:14:41.270,2025/11/19,13:14:41.270,UB,1198,69.0,66.0,43.60958,5.13545,,,0,0,0,0
MSG,3,,,3C664C,,2025/11/19,13:14:41.271,2025/11/19,13:14:41.271,D-AIRL,28784,509.0,90.0,49.93930,11.52168,,,0,0,0,0
MSG,3,,,01020A,,2025/11/19,13:14:41.273,2025/11/19,13:14:41.273,ICA01020A,11691,,,,,,,,,,
